student_id,age,gender,grade,school,Math,Science,English,History,Art,Study_Hours,Attendance,study_group,Internet,Parent_Edu,Extracurricular,Avg_Score
1441,14,Male,11th,City Public School,42.0,99.0,70.0,47.0,83.0,5.9,57.9,Group B,Yes,,No,68.2
1442,18,Female,9th,Sunrise Academy,40.0,96.0,82.0,36.0,62.0,7.9,83.9,Group A,Yes,Bachelor,No,63.2
1443,16,Male,12th,City Public School,75.0,51.0,63.0,69.0,82.0,5.7,81.4,Group C,Yes,Bachelor,Yes,68.0
1444,16,Female,11th,City Public School,64.0,77.0,40.0,99.0,98.0,2.7,95.3,Group C,Yes,Master,No,75.6
1445,18,Female,9th,Sunrise Academy,76.0,59.0,50.0,94.0,97.0,5.5,84.4,Group A,Yes,Master,Yes,75.2
1446,17,Male,12th,National Grammar,40.0,37.0,94.0,97.0,81.0,5.8,70.7,Group B,Yes,High School,Yes,69.8
1447,16,Female,11th,National Grammar,54.0,63.0,60.0,78.0,74.0,3.3,98.5,Group B,Yes,High School,No,65.8
1448,14,Male,11th,City Public School,76.0,66.0,43.0,81.0,95.0,0.6,91.1,Group B,No,High School,No,72.2
1449,14,Male,11th,National Grammar,52.0,60.0,46.0,58.0,75.0,5.8,83.4,,Yes,Bachelor,Yes,58.2
1450,15,Male,12th,National Grammar,79.0,50.0,65.0,50.0,54.0,,68.2,Group C,Yes,Master,Yes,59.6
1451,16,Male,9th,City Public School,47.0,59.0,86.0,38.0,59.0,,71.8,Group B,Yes,Bachelor,No,57.8
1452,17,Male,9th,National Grammar,44.0,88.0,89.0,76.0,86.0,1.7,85.1,Group C,Yes,High School,Yes,76.6
1453,18,Female,10th,City Public School,99.0,62.0,51.0,71.0,92.0,4.7,58.2,Group B,No,,No,75.0
1454,18,Female,11th,Greenwood High,48.0,90.0,70.0,80.0,88.0,4.3,,Group A,Yes,High School,Yes,75.2
1455,17,Female,10th,Sunrise Academy,40.0,99.0,56.0,85.0,62.0,0.6,87.1,Group A,Yes,High School,Yes,68.4
1456,15,Male,10th,Sunrise Academy,75.0,75.0,72.0,80.0,67.0,3.2,76.6,Group C,Yes,Bachelor,Yes,73.8
1457,18,Male,9th,National Grammar,74.0,85.0,50.0,99.0,77.0,5.0,73.1,Group C,Yes,,Yes,77.0
1458,16,Male,12th,National Grammar,41.0,63.0,67.0,49.0,60.0,6.9,61.8,Group A,Yes,High School,No,56.0
1459,15,Female,12th,National Grammar,79.0,53.0,71.0,56.0,98.0,7.2,74.9,,Yes,Bachelor,Yes,71.4
1460,16,Male,9th,Sunrise Academy,62.0,75.0,40.0,67.0,82.0,4.1,89.7,Group A,Yes,,Yes,65.2
1461,14,Female,12th,Greenwood High,48.0,79.0,86.0,94.0,79.0,6.0,66.9,Group B,Yes,,Yes,77.2
1462,15,Female,10th,Greenwood High,73.0,49.0,67.0,83.0,78.0,2.9,55.2,,Yes,High School,Yes,70.0
1463,18,Male,11th,Sunrise Academy,85.0,37.0,92.0,53.0,72.0,3.1,85.1,Group A,Yes,Master,No,67.8
1464,15,Male,9th,Greenwood High,53.0,45.0,81.0,76.0,46.0,2.0,98.8,,Yes,Bachelor,No,60.2
1465,15,Female,11th,Sunrise Academy,43.0,87.0,46.0,92.0,74.0,4.7,82.3,,No,,Yes,68.4
1466,15,Male,12th,Greenwood High,69.0,80.0,41.0,86.0,57.0,2.9,60.4,,Yes,Bachelor,No,66.6
1467,15,Female,11th,City Public School,70.0,64.0,81.0,84.0,85.0,1.1,69.4,Group C,Yes,High School,No,76.8
1468,16,Male,12th,City Public School,77.0,91.0,63.0,89.0,60.0,5.6,94.0,Group A,Yes,Bachelor,No,76.0
1469,14,Male,12th,Sunrise Academy,50.0,52.0,43.0,91.0,49.0,5.8,65.5,Group C,Yes,Bachelor,Yes,57.0
1470,17,Female,10th,Greenwood High,74.0,85.0,83.0,59.0,99.0,3.2,82.3,Group C,Yes,Master,Yes,80.0
1471,15,Male,12th,National Grammar,47.0,82.0,58.0,51.0,72.0,1.1,73.1,Group B,No,Bachelor,Yes,62.0
1472,18,Female,10th,Greenwood High,42.0,42.0,65.0,58.0,97.0,3.7,64.4,Group B,Yes,Master,No,60.8
1473,15,Male,10th,City Public School,53.0,56.0,50.0,70.0,83.0,3.8,91.6,,Yes,Master,No,62.4
1474,18,Female,10th,City Public School,99.0,40.0,79.0,71.0,89.0,5.5,88.4,,Yes,Master,Yes,75.6
1475,16,Female,9th,Greenwood High,52.0,91.0,89.0,94.0,64.0,2.9,84.8,Group B,Yes,Bachelor,Yes,78.0
1476,18,Male,9th,Greenwood High,84.0,70.0,82.0,60.0,68.0,5.6,65.6,Group B,Yes,High School,Yes,72.8
1477,17,Female,12th,National Grammar,71.0,91.0,50.0,59.0,71.0,7.0,59.4,Group A,No,High School,Yes,68.4
1478,14,Male,10th,National Grammar,73.0,83.0,84.0,47.0,74.0,,80.9,,Yes,,No,72.2
1479,18,Male,9th,Greenwood High,84.0,79.0,42.0,46.0,89.0,7.8,79.9,,Yes,High School,Yes,68.0
1480,18,Male,10th,Greenwood High,58.0,79.0,51.0,67.0,71.0,3.4,63.5,Group B,Yes,Bachelor,Yes,65.2
1481,14,Female,11th,Greenwood High,98.0,54.0,42.0,43.0,70.0,2.5,57.5,Group A,Yes,Bachelor,No,61.4
1482,17,Female,11th,Greenwood High,77.0,98.0,81.0,85.0,51.0,3.7,58.6,Group B,No,Master,Yes,78.4
1483,15,Male,11th,Sunrise Academy,55.0,37.0,66.0,51.0,86.0,1.2,99.7,Group B,Yes,,No,59.0
1484,18,Male,12th,Greenwood High,41.0,88.0,88.0,96.0,91.0,1.4,90.3,Group C,Yes,High School,Yes,80.8
1485,14,Female,10th,National Grammar,79.0,98.0,93.0,85.0,97.0,3.6,96.5,,Yes,Bachelor,Yes,90.4
1486,16,Male,11th,City Public School,56.0,74.0,41.0,48.0,82.0,6.2,63.8,Group A,No,High School,Yes,60.2
1487,14,Male,9th,Sunrise Academy,94.0,93.0,88.0,86.0,49.0,7.3,98.2,Group C,No,High School,No,82.0
1488,16,Female,11th,Greenwood High,73.0,89.0,55.0,73.0,67.0,,61.4,,Yes,Master,Yes,71.4
1489,17,Male,11th,City Public School,81.0,96.0,41.0,64.0,72.0,1.3,77.9,Group B,Yes,Bachelor,Yes,70.8
1490,15,Female,11th,Sunrise Academy,99.0,38.0,99.0,30.0,78.0,5.5,92.3,Group A,Yes,High School,No,68.8
1491,14,Male,12th,City Public School,55.0,94.0,93.0,81.0,97.0,5.3,70.7,,Yes,Bachelor,Yes,84.0
1492,18,Female,9th,Greenwood High,77.0,64.0,69.0,99.0,59.0,,74.1,Group B,Yes,Bachelor,Yes,73.6
1493,17,Male,10th,Greenwood High,99.0,36.0,59.0,66.0,76.0,6.7,60.8,Group C,Yes,Bachelor,Yes,67.2
1494,14,Male,9th,National Grammar,41.0,96.0,77.0,94.0,70.0,7.0,60.5,Group A,Yes,,Yes,75.6
1495,18,Female,10th,Greenwood High,,83.0,67.0,80.0,92.0,3.6,82.9,,Yes,,No,80.5
1496,14,Male,12th,Greenwood High,65.0,43.0,64.0,30.0,75.0,5.7,85.4,Group C,No,Bachelor,No,55.4
1497,16,Female,12th,Sunrise Academy,52.0,65.0,71.0,50.0,63.0,2.5,90.0,Group B,Yes,,No,60.2
1498,14,Male,12th,National Grammar,95.0,95.0,49.0,82.0,53.0,8.0,80.1,Group B,Yes,,No,74.8
1499,14,Female,12th,Sunrise Academy,86.0,82.0,99.0,45.0,73.0,1.8,84.1,,Yes,Master,Yes,77.0
1500,14,Female,10th,City Public School,70.0,59.0,81.0,90.0,98.0,0.6,55.6,Group B,Yes,Bachelor,No,79.6
1501,17,Female,11th,Greenwood High,99.0,70.0,79.0,83.0,95.0,1.6,62.3,Group A,Yes,Bachelor,Yes,85.2
1502,14,Female,10th,City Public School,73.0,42.0,72.0,69.0,83.0,6.3,99.3,,No,Bachelor,Yes,67.8
1503,18,Male,9th,Sunrise Academy,78.0,92.0,52.0,55.0,48.0,3.9,58.4,Group C,Yes,Master,Yes,65.0
1504,16,Male,12th,Greenwood High,42.0,79.0,95.0,94.0,47.0,3.9,85.5,,No,Master,Yes,71.4
1505,16,Female,12th,Greenwood High,47.0,96.0,80.0,93.0,73.0,7.7,62.9,,Yes,Bachelor,No,77.8
1506,14,Female,9th,Sunrise Academy,62.0,73.0,93.0,72.0,96.0,7.4,87.3,Group C,Yes,High School,Yes,79.2
1507,17,Female,10th,Sunrise Academy,53.0,92.0,81.0,46.0,55.0,2.8,86.8,Group B,Yes,High School,Yes,65.4
1508,17,Male,11th,Sunrise Academy,95.0,98.0,86.0,88.0,77.0,2.1,65.5,Group C,Yes,High School,Yes,88.8
1509,18,Male,11th,Sunrise Academy,94.0,78.0,76.0,52.0,82.0,6.9,67.1,Group A,Yes,High School,Yes,76.4
1510,14,Male,9th,Sunrise Academy,66.0,63.0,93.0,36.0,55.0,7.3,84.5,Group B,No,Bachelor,Yes,62.6
1511,16,Male,11th,Greenwood High,93.0,93.0,55.0,73.0,71.0,4.6,72.6,,No,Bachelor,No,77.0
1512,17,Female,10th,Sunrise Academy,68.0,43.0,84.0,82.0,77.0,5.2,63.8,Group B,No,Master,Yes,70.8
1513,14,Female,10th,Greenwood High,78.0,40.0,61.0,63.0,65.0,2.4,87.9,Group B,Yes,Bachelor,No,61.4
1514,17,Female,9th,Greenwood High,92.0,63.0,96.0,75.0,83.0,6.5,61.9,Group A,No,Bachelor,Yes,81.8
1515,17,Male,10th,Sunrise Academy,78.0,92.0,59.0,97.0,75.0,,93.5,Group B,Yes,High School,Yes,80.2
1516,16,Male,12th,Sunrise Academy,40.0,51.0,89.0,45.0,82.0,4.3,78.2,Group B,Yes,,No,61.4
1517,15,Male,9th,National Grammar,56.0,50.0,82.0,48.0,90.0,,59.8,Group B,Yes,,No,65.2
1518,18,Female,10th,Greenwood High,80.0,37.0,66.0,31.0,46.0,7.4,,,Yes,Bachelor,Yes,52.0
1519,18,Female,9th,Sunrise Academy,69.0,55.0,80.0,39.0,71.0,5.1,78.4,Group B,Yes,High School,No,62.8
1520,16,Male,11th,Sunrise Academy,92.0,98.0,55.0,79.0,80.0,1.9,68.4,Group C,Yes,Bachelor,No,80.8
1521,17,Female,10th,Sunrise Academy,52.0,70.0,73.0,41.0,55.0,5.0,74.0,Group B,Yes,Bachelor,No,58.2
1522,14,Male,12th,National Grammar,,96.0,71.0,99.0,91.0,5.6,68.4,Group A,No,High School,No,89.25
1523,17,Male,10th,National Grammar,58.0,76.0,65.0,51.0,62.0,4.4,66.8,Group B,Yes,High School,No,62.4
1524,16,Female,9th,City Public School,92.0,76.0,64.0,61.0,45.0,5.9,62.4,Group B,Yes,Bachelor,Yes,67.6
1525,18,Male,9th,Greenwood High,58.0,95.0,41.0,30.0,79.0,4.9,71.3,,No,High School,No,60.6
1526,17,Female,10th,City Public School,96.0,47.0,51.0,83.0,79.0,7.6,,Group C,No,Bachelor,Yes,71.2
1527,18,Male,12th,Sunrise Academy,64.0,45.0,79.0,87.0,75.0,0.9,85.8,Group B,Yes,Bachelor,No,70.0
1528,14,Female,12th,National Grammar,61.0,88.0,48.0,99.0,72.0,1.3,85.8,Group C,No,Bachelor,Yes,73.6
1529,18,Female,12th,National Grammar,70.0,50.0,51.0,47.0,83.0,1.8,77.6,Group A,No,Bachelor,Yes,60.2
1530,18,Female,9th,City Public School,,42.0,65.0,35.0,45.0,5.7,90.0,,No,Bachelor,Yes,46.75
1531,15,Male,10th,National Grammar,94.0,93.0,48.0,74.0,69.0,5.3,92.9,Group C,No,Master,Yes,75.6
1532,15,Male,11th,Sunrise Academy,62.0,91.0,49.0,52.0,87.0,7.2,81.1,,Yes,High School,Yes,68.2
1533,15,Female,9th,National Grammar,71.0,74.0,71.0,52.0,82.0,6.0,82.9,Group B,Yes,Bachelor,Yes,70.0
1534,18,Female,12th,City Public School,49.0,93.0,96.0,55.0,64.0,4.3,67.7,Group A,Yes,High School,No,71.4
1535,16,Male,10th,Sunrise Academy,49.0,36.0,73.0,36.0,47.0,7.9,95.3,,Yes,High School,No,48.2
1536,18,Male,12th,City Public School,75.0,44.0,87.0,73.0,95.0,,56.1,Group B,Yes,High School,Yes,74.8
1537,16,Male,11th,National Grammar,47.0,78.0,59.0,56.0,46.0,,70.7,Group C,Yes,Bachelor,No,57.2
1538,16,Female,12th,City Public School,93.0,45.0,78.0,55.0,62.0,3.7,87.5,Group A,Yes,High School,Yes,66.6
1539,15,Male,12th,City Public School,91.0,36.0,99.0,65.0,88.0,5.4,58.6,Group A,Yes,High School,Yes,75.8
1540,17,Male,11th,Greenwood High,59.0,84.0,41.0,84.0,54.0,6.0,63.2,Group C,Yes,Master,No,64.4
1541,14,Female,10th,National Grammar,71.0,46.0,40.0,93.0,49.0,5.3,81.5,Group C,No,Bachelor,No,59.8
1542,15,Male,9th,National Grammar,89.0,57.0,90.0,86.0,53.0,1.6,80.2,Group A,Yes,Bachelor,Yes,75.0
1543,15,Male,10th,City Public School,53.0,52.0,99.0,98.0,46.0,3.8,88.3,,Yes,Bachelor,Yes,69.6
1544,17,Male,11th,Greenwood High,89.0,96.0,75.0,90.0,78.0,,91.6,Group A,Yes,Master,Yes,85.6
1545,14,Female,12th,National Grammar,67.0,96.0,63.0,31.0,82.0,6.9,60.8,Group C,Yes,Bachelor,Yes,67.8
1546,18,Female,10th,Sunrise Academy,85.0,72.0,93.0,84.0,75.0,3.8,55.8,,No,High School,Yes,81.8
1547,18,Female,9th,City Public School,91.0,72.0,66.0,67.0,54.0,7.4,86.0,Group B,Yes,Master,No,70.0
1548,15,Female,11th,National Grammar,92.0,95.0,41.0,58.0,94.0,3.8,68.6,Group A,Yes,Bachelor,No,76.0
1549,14,Female,10th,Sunrise Academy,63.0,35.0,70.0,55.0,56.0,4.6,83.2,Group C,Yes,High School,No,55.8
1550,15,Female,9th,National Grammar,54.0,79.0,96.0,64.0,80.0,6.5,61.8,Group B,Yes,Bachelor,Yes,74.6
1551,16,Female,11th,Sunrise Academy,61.0,62.0,53.0,96.0,98.0,4.9,76.1,Group A,Yes,High School,No,74.0
1552,15,Male,9th,City Public School,69.0,55.0,41.0,58.0,65.0,7.7,77.7,Group A,Yes,Master,Yes,57.6
1553,15,Male,11th,National Grammar,43.0,47.0,68.0,63.0,93.0,5.5,,,Yes,High School,Yes,62.8
1554,18,Female,12th,National Grammar,52.0,61.0,54.0,70.0,91.0,4.4,78.1,Group C,No,Master,Yes,65.6
1555,18,Male,10th,Greenwood High,98.0,41.0,51.0,70.0,50.0,0.7,77.3,Group B,Yes,Master,No,62.0
1556,18,Male,9th,City Public School,62.0,56.0,76.0,52.0,92.0,3.6,70.0,Group A,Yes,Bachelor,No,67.6
1557,16,Female,11th,Sunrise Academy,47.0,87.0,67.0,32.0,93.0,,58.2,,Yes,Bachelor,Yes,65.2
1558,18,Male,9th,National Grammar,57.0,38.0,59.0,87.0,47.0,6.1,59.0,Group B,Yes,High School,Yes,57.6
1559,14,Male,9th,National Grammar,51.0,57.0,78.0,61.0,54.0,2.1,74.5,Group B,Yes,,Yes,60.2
1560,17,Male,10th,Sunrise Academy,94.0,67.0,63.0,60.0,49.0,2.0,71.0,Group A,Yes,,No,66.6
1561,14,Male,12th,City Public School,70.0,62.0,60.0,72.0,90.0,,78.2,Group B,No,Bachelor,Yes,70.8
1562,14,Male,9th,Greenwood High,53.0,42.0,49.0,36.0,70.0,1.4,68.7,Group A,Yes,Bachelor,Yes,50.0
1563,18,Female,11th,Greenwood High,73.0,35.0,85.0,30.0,65.0,2.8,86.0,,No,High School,No,57.6
1564,17,Female,11th,National Grammar,57.0,71.0,53.0,90.0,89.0,7.1,93.9,,Yes,,Yes,72.0
1565,17,Female,12th,Sunrise Academy,,97.0,76.0,43.0,70.0,6.3,68.4,Group B,No,Master,Yes,71.5
1566,17,Male,11th,National Grammar,73.0,56.0,57.0,81.0,82.0,6.0,63.7,Group A,Yes,High School,Yes,69.8
1567,16,Female,12th,Sunrise Academy,50.0,55.0,63.0,35.0,88.0,6.5,60.2,Group C,Yes,Master,No,58.2
1568,18,Male,11th,Greenwood High,80.0,69.0,53.0,39.0,70.0,2.5,82.7,,Yes,High School,Yes,62.2
1569,17,Male,10th,City Public School,51.0,39.0,73.0,59.0,52.0,7.2,75.0,Group A,No,,No,54.8
1570,16,Male,9th,Sunrise Academy,88.0,94.0,97.0,50.0,49.0,1.5,63.5,Group A,No,,No,75.6
1571,15,Male,10th,Greenwood High,54.0,80.0,51.0,89.0,59.0,3.0,84.4,Group A,Yes,Bachelor,Yes,66.6
1572,15,Female,9th,National Grammar,96.0,84.0,61.0,92.0,60.0,4.9,61.7,Group B,Yes,Bachelor,Yes,78.6
1573,16,Female,9th,Sunrise Academy,70.0,82.0,95.0,71.0,45.0,1.3,79.9,Group C,Yes,High School,Yes,72.6
1574,16,Male,9th,City Public School,88.0,40.0,45.0,80.0,60.0,6.0,,Group B,Yes,Bachelor,Yes,62.6
1575,18,Female,10th,National Grammar,97.0,,75.0,93.0,81.0,3.4,88.0,,Yes,Bachelor,No,86.5
1576,18,Male,9th,National Grammar,68.0,93.0,84.0,85.0,47.0,6.4,57.5,Group B,No,,No,75.4
1577,15,Female,10th,Greenwood High,65.0,63.0,75.0,70.0,96.0,4.2,95.0,Group A,Yes,Bachelor,Yes,73.8
1578,17,Female,12th,Sunrise Academy,57.0,52.0,61.0,61.0,91.0,,86.6,Group B,Yes,,Yes,64.4
1579,15,Male,11th,National Grammar,71.0,36.0,53.0,44.0,75.0,6.0,64.7,Group A,Yes,Bachelor,Yes,55.8
1580,17,Female,11th,City Public School,61.0,42.0,55.0,91.0,57.0,2.4,63.3,Group C,Yes,Master,Yes,61.2
1581,17,Male,9th,Sunrise Academy,77.0,88.0,75.0,56.0,60.0,4.2,74.4,Group B,Yes,Master,Yes,71.2
1582,18,Female,10th,City Public School,56.0,72.0,95.0,57.0,99.0,1.1,91.8,Group B,Yes,Master,Yes,75.8
1583,14,Male,11th,National Grammar,62.0,82.0,64.0,93.0,87.0,5.1,92.9,Group B,Yes,High School,No,77.6
1584,14,Male,10th,City Public School,63.0,61.0,71.0,88.0,65.0,5.5,78.4,Group A,No,Bachelor,Yes,69.6
1585,16,Female,10th,Greenwood High,89.0,54.0,72.0,87.0,46.0,3.3,93.7,Group A,Yes,Bachelor,Yes,69.6
1586,18,Female,9th,City Public School,47.0,46.0,84.0,31.0,98.0,7.7,55.2,Group B,Yes,,No,61.2
1587,17,Male,11th,Sunrise Academy,80.0,77.0,75.0,65.0,71.0,7.1,56.6,Group B,Yes,Bachelor,Yes,73.6
1588,14,Female,9th,City Public School,45.0,95.0,59.0,42.0,82.0,5.8,96.0,Group C,No,Bachelor,Yes,64.6
1589,17,Female,9th,City Public School,44.0,65.0,57.0,44.0,70.0,5.9,89.9,Group C,No,High School,Yes,56.0
1590,14,Male,11th,Greenwood High,83.0,95.0,77.0,89.0,82.0,2.4,75.3,,Yes,,Yes,85.2
1591,14,Male,11th,City Public School,96.0,69.0,42.0,51.0,90.0,5.4,88.9,Group C,Yes,Bachelor,No,69.6
1592,14,Female,12th,City Public School,68.0,49.0,62.0,92.0,69.0,2.0,98.0,Group C,No,,No,68.0
1593,18,Male,12th,National Grammar,67.0,50.0,71.0,54.0,55.0,1.6,89.7,Group C,Yes,,No,59.4
1594,15,Male,10th,National Grammar,50.0,47.0,84.0,77.0,52.0,,92.9,Group A,Yes,High School,No,62.0
1595,17,Male,11th,Sunrise Academy,96.0,69.0,98.0,72.0,52.0,5.2,89.2,Group C,No,,Yes,77.4
1596,18,Female,12th,National Grammar,40.0,93.0,55.0,67.0,77.0,3.7,62.6,Group C,No,Master,No,66.4
1597,18,Female,10th,National Grammar,82.0,55.0,98.0,70.0,97.0,2.7,92.5,Group B,Yes,Bachelor,No,80.4
1598,18,Male,10th,National Grammar,58.0,88.0,44.0,74.0,51.0,5.0,63.8,Group A,Yes,Bachelor,Yes,63.0
1599,18,Female,10th,National Grammar,48.0,,43.0,69.0,82.0,0.9,,,Yes,Master,Yes,60.5
1600,18,Male,12th,Greenwood High,,82.0,60.0,46.0,65.0,1.2,75.6,,Yes,Bachelor,Yes,63.25
1601,16,Female,11th,National Grammar,73.0,69.0,79.0,86.0,52.0,0.7,85.5,Group C,No,High School,Yes,71.8
1602,17,Male,9th,Greenwood High,83.0,72.0,90.0,31.0,95.0,4.2,77.4,,No,Bachelor,Yes,74.2
1603,18,Male,10th,Greenwood High,43.0,65.0,53.0,91.0,98.0,5.0,59.2,,No,High School,No,70.0
1604,17,Female,12th,National Grammar,75.0,58.0,78.0,38.0,65.0,1.0,68.1,,Yes,High School,No,62.8
1605,16,Male,12th,City Public School,57.0,83.0,70.0,97.0,64.0,5.9,99.3,Group C,Yes,Bachelor,Yes,74.2
1606,16,Female,9th,Greenwood High,54.0,66.0,53.0,46.0,52.0,2.2,98.2,,Yes,Bachelor,Yes,54.2
1607,17,Female,9th,City Public School,90.0,89.0,45.0,79.0,90.0,5.6,69.4,Group C,Yes,Bachelor,No,78.6
1608,14,Male,12th,City Public School,,92.0,51.0,69.0,75.0,7.9,99.8,Group B,No,Master,No,71.75
1609,15,Male,11th,National Grammar,58.0,37.0,55.0,87.0,94.0,5.7,93.0,Group B,Yes,Bachelor,Yes,66.2
1610,14,Female,9th,Sunrise Academy,88.0,,56.0,50.0,73.0,7.1,82.5,,Yes,Bachelor,No,66.75
1611,14,Male,12th,National Grammar,45.0,59.0,84.0,47.0,92.0,7.6,56.8,Group B,Yes,Master,No,65.4
1612,14,Male,9th,Sunrise Academy,87.0,95.0,62.0,84.0,53.0,4.2,95.6,Group C,No,,No,76.2
1613,18,Male,11th,Sunrise Academy,95.0,63.0,53.0,58.0,59.0,5.8,80.1,Group B,No,High School,Yes,65.6
1614,16,Male,10th,National Grammar,51.0,53.0,46.0,53.0,74.0,6.9,94.1,,No,Bachelor,Yes,55.4
1615,14,Male,9th,National Grammar,90.0,77.0,85.0,46.0,70.0,3.2,92.5,Group C,Yes,Bachelor,No,73.6
1616,16,Female,11th,Sunrise Academy,76.0,95.0,71.0,47.0,54.0,2.5,92.5,Group A,Yes,High School,Yes,68.6
1617,17,Female,12th,National Grammar,56.0,77.0,54.0,71.0,73.0,7.6,86.4,Group C,Yes,High School,No,66.2
1618,15,Male,9th,Sunrise Academy,97.0,59.0,83.0,74.0,98.0,,68.1,Group B,Yes,High School,Yes,82.2
1619,17,Male,9th,City Public School,62.0,54.0,56.0,46.0,60.0,2.1,70.1,Group A,Yes,Bachelor,Yes,55.6
1620,17,Male,12th,National Grammar,65.0,82.0,80.0,43.0,80.0,3.9,68.9,Group C,Yes,Bachelor,Yes,70.0
1621,18,Female,10th,City Public School,68.0,58.0,93.0,78.0,64.0,6.5,55.9,Group A,Yes,,Yes,72.2
1622,15,Male,12th,Greenwood High,72.0,45.0,86.0,58.0,89.0,4.6,81.2,Group A,Yes,Bachelor,No,70.0
1623,17,Female,9th,City Public School,99.0,89.0,83.0,33.0,98.0,5.4,86.4,Group A,Yes,Bachelor,Yes,80.4
1624,17,Female,12th,City Public School,66.0,62.0,73.0,49.0,81.0,6.2,93.4,Group C,Yes,Bachelor,No,66.2
1625,15,Female,11th,Sunrise Academy,,97.0,44.0,76.0,66.0,5.2,61.3,Group B,Yes,High School,No,70.75
1626,15,Male,12th,City Public School,95.0,93.0,84.0,38.0,51.0,,79.5,Group C,Yes,High School,Yes,72.2
1627,17,Female,9th,National Grammar,94.0,39.0,66.0,56.0,67.0,6.1,55.4,Group B,Yes,Bachelor,No,64.4
1628,15,Male,12th,Sunrise Academy,49.0,85.0,91.0,44.0,85.0,6.0,59.3,Group C,Yes,High School,Yes,70.8
1629,17,Female,10th,Greenwood High,86.0,55.0,62.0,48.0,84.0,5.2,57.4,Group C,No,Bachelor,No,67.0
1630,17,Male,12th,National Grammar,62.0,46.0,79.0,81.0,73.0,3.2,87.6,Group C,No,Bachelor,Yes,68.2
1631,18,Female,10th,Greenwood High,60.0,84.0,98.0,55.0,60.0,3.5,58.6,Group B,Yes,High School,Yes,71.4
1632,14,Male,11th,City Public School,60.0,38.0,53.0,55.0,82.0,7.8,87.2,Group C,Yes,Master,Yes,57.6
1633,17,Female,10th,National Grammar,82.0,76.0,54.0,55.0,72.0,1.3,66.2,Group A,Yes,Bachelor,No,67.8
1634,16,Male,12th,National Grammar,52.0,72.0,82.0,75.0,92.0,2.5,94.5,Group C,Yes,High School,No,74.6
1635,14,Male,9th,Greenwood High,76.0,59.0,72.0,78.0,82.0,4.2,91.6,Group A,No,Bachelor,Yes,73.4
1636,14,Male,10th,National Grammar,72.0,48.0,92.0,82.0,75.0,6.8,98.1,,Yes,Bachelor,Yes,73.8
1637,14,Male,11th,National Grammar,,66.0,70.0,32.0,58.0,1.7,94.8,,Yes,High School,Yes,56.5
1638,18,Female,10th,National Grammar,,45.0,74.0,95.0,97.0,2.6,97.0,Group B,Yes,,No,77.75
1639,17,Female,10th,City Public School,50.0,95.0,56.0,71.0,77.0,,93.6,Group B,Yes,Bachelor,Yes,69.8
1640,18,Male,10th,Greenwood High,56.0,52.0,67.0,48.0,53.0,5.8,86.2,,Yes,Master,No,55.2
1641,17,Female,11th,National Grammar,43.0,61.0,58.0,46.0,71.0,2.3,62.7,Group C,Yes,Bachelor,Yes,55.8
1642,18,Male,12th,Sunrise Academy,86.0,89.0,85.0,62.0,68.0,3.4,67.2,Group C,Yes,Master,Yes,78.0
1643,18,Male,10th,Sunrise Academy,,88.0,93.0,78.0,57.0,3.8,64.6,Group C,Yes,Bachelor,No,79.0
1644,16,Female,10th,Sunrise Academy,69.0,55.0,62.0,85.0,70.0,,82.2,,No,High School,No,68.2
1645,18,Male,9th,Sunrise Academy,48.0,,71.0,92.0,73.0,3.6,,Group A,No,Bachelor,No,71.0
1646,15,Male,11th,City Public School,60.0,39.0,79.0,32.0,95.0,1.6,94.0,Group B,Yes,High School,Yes,61.0
1647,16,Female,10th,National Grammar,59.0,75.0,52.0,78.0,93.0,4.4,97.9,Group A,Yes,High School,No,71.4
1648,18,Male,11th,Greenwood High,58.0,93.0,98.0,84.0,87.0,7.7,73.2,,Yes,Bachelor,Yes,84.0
1649,14,Male,10th,National Grammar,58.0,88.0,59.0,55.0,72.0,5.1,77.8,Group A,Yes,Bachelor,No,66.4
1650,15,Male,12th,City Public School,51.0,56.0,74.0,81.0,72.0,7.9,98.7,Group C,Yes,High School,Yes,66.8
1651,15,Male,12th,Sunrise Academy,76.0,99.0,44.0,36.0,52.0,6.8,67.4,Group C,Yes,Master,Yes,61.4
1652,15,Female,10th,City Public School,81.0,98.0,48.0,75.0,67.0,0.8,90.7,Group A,No,Bachelor,Yes,73.8
1653,16,Female,12th,National Grammar,56.0,38.0,68.0,75.0,73.0,5.4,65.1,,Yes,Master,Yes,62.0
1654,18,Female,10th,Greenwood High,76.0,99.0,45.0,45.0,49.0,,85.7,Group A,Yes,High School,Yes,62.8
1655,18,Male,12th,City Public School,93.0,49.0,64.0,53.0,86.0,4.7,66.4,Group C,Yes,Master,No,69.0
1656,14,Male,9th,Greenwood High,87.0,56.0,70.0,90.0,51.0,2.6,94.8,Group C,Yes,High School,No,70.8
1657,14,Female,9th,City Public School,78.0,81.0,61.0,83.0,86.0,3.1,80.3,,Yes,,No,77.8
1658,15,Male,9th,Greenwood High,67.0,80.0,41.0,91.0,80.0,7.4,63.4,Group A,No,Bachelor,Yes,71.8
1659,14,Male,11th,Greenwood High,80.0,48.0,84.0,30.0,85.0,2.0,65.1,Group C,No,Bachelor,Yes,65.4
1660,16,Male,11th,Sunrise Academy,74.0,84.0,44.0,78.0,71.0,7.1,77.2,Group C,Yes,Bachelor,No,70.2
