student_id,name,age,gender,grade,school,math_score,science_score,english_score,history_score,art_score,study_hours_per_day,attendance_percent,study_group,internet_access,parent_education,extracurricular
1432,Student_432,14,Male,12th,Sunrise Academy,58.0,,99.0,90.0,52.0,3.4,78.7,Group A,Yes,None,Yes
1433,Student_433,17,Male,11th,Sunrise Academy,89.0,51.0,63.0,71.0,81.0,3.8,92.1,None,Yes,None,No
1434,Student_434,16,Female,11th,City Public School,47.0,47.0,56.0,47.0,93.0,1.6,93.5,Group B,Yes,Bachelor,No
1435,Student_435,17,Male,9th,Greenwood High,65.0,60.0,71.0,52.0,96.0,1.3,96.7,Group C,Yes,Bachelor,Yes
1436,Student_436,17,Female,9th,Greenwood High,88.0,83.0,55.0,83.0,77.0,4.5,97.7,Group B,Yes,None,No
1437,Student_437,15,Female,11th,National Grammar,79.0,41.0,55.0,59.0,66.0,1.1,80.0,Group C,Yes,None,No
1438,Student_438,16,Female,11th,Sunrise Academy,46.0,92.0,85.0,87.0,94.0,2.8,70.3,Group B,Yes,None,Yes
1439,Student_439,17,Male,11th,Greenwood High,69.0,83.0,78.0,97.0,91.0,6.1,98.3,Group A,No,Bachelor,Yes
1440,Student_440,14,Male,12th,City Public School,46.0,87.0,92.0,96.0,49.0,7.7,79.6,Group B,Yes,Bachelor,Yes
1441,Student_441,14,Male,11th,City Public School,42.0,99.0,70.0,47.0,83.0,5.9,57.9,Group B,Yes,None,No
1442,Student_442,18,Female,9th,Sunrise Academy,40.0,96.0,82.0,36.0,62.0,7.9,83.9,Group A,Yes,Bachelor,No
1443,Student_443,16,Male,12th,City Public School,75.0,51.0,63.0,69.0,82.0,5.7,81.4,Group C,Yes,Bachelor,Yes
1444,Student_444,16,Female,11th,City Public School,64.0,77.0,40.0,99.0,98.0,2.7,95.3,Group C,Yes,Master,No
1445,Student_445,18,Female,9th,Sunrise Academy,76.0,59.0,50.0,94.0,97.0,5.5,84.4,Group A,Yes,Master,Yes
1446,Student_446,17,Male,12th,National Grammar,40.0,37.0,94.0,97.0,81.0,5.8,70.7,Group B,Yes,High School,Yes
1447,Student_447,16,Female,11th,National Grammar,54.0,63.0,60.0,78.0,74.0,3.3,98.5,Group B,Yes,High School,No
1448,Student_448,14,Male,11th,City Public School,76.0,66.0,43.0,81.0,95.0,0.6,91.1,Group B,No,High School,No
1449,Student_449,14,Male,11th,National Grammar,52.0,60.0,46.0,58.0,75.0,5.8,83.4,None,Yes,Bachelor,Yes
1450,Student_450,15,Male,12th,National Grammar,79.0,50.0,65.0,50.0,54.0,,68.2,Group C,Yes,Master,Yes
1451,Student_451,16,Male,9th,City Public School,47.0,59.0,86.0,38.0,59.0,,71.8,Group B,Yes,Bachelor,No
1452,Student_452,17,Male,9th,National Grammar,44.0,88.0,89.0,76.0,86.0,1.7,85.1,Group C,Yes,High School,Yes
1453,Student_453,18,Female,10th,City Public School,99.0,62.0,51.0,71.0,92.0,4.7,58.2,Group B,No,,No
1454,Student_454,18,Female,11th,Greenwood High,48.0,90.0,70.0,80.0,88.0,4.3,,Group A,Yes,High School,Yes
1455,Student_455,17,Female,10th,Sunrise Academy,40.0,99.0,56.0,85.0,62.0,0.6,87.1,Group A,Yes,High School,Yes
1456,Student_456,15,Male,10th,Sunrise Academy,75.0,75.0,72.0,80.0,67.0,3.2,76.6,Group C,Yes,Bachelor,Yes
1457,Student_457,18,Male,9th,National Grammar,74.0,85.0,50.0,99.0,77.0,5.0,73.1,Group C,Yes,None,Yes
1458,Student_458,16,Male,12th,National Grammar,41.0,63.0,67.0,49.0,60.0,6.9,61.8,Group A,Yes,High School,No
1459,Student_459,15,Female,12th,National Grammar,79.0,53.0,71.0,56.0,98.0,7.2,74.9,None,Yes,Bachelor,Yes
1460,Student_460,16,Male,9th,Sunrise Academy,62.0,75.0,40.0,67.0,82.0,4.1,89.7,Group A,Yes,None,Yes
1461,Student_461,14,Female,12th,Greenwood High,48.0,79.0,86.0,94.0,79.0,6.0,66.9,Group B,Yes,None,Yes
1462,Student_462,15,Female,10th,Greenwood High,73.0,49.0,67.0,83.0,78.0,2.9,55.2,None,Yes,High School,Yes
1463,Student_463,18,Male,11th,Sunrise Academy,85.0,37.0,92.0,53.0,72.0,3.1,85.1,Group A,Yes,Master,No
1464,Student_464,15,Male,9th,Greenwood High,53.0,45.0,81.0,76.0,46.0,2.0,98.8,None,Yes,Bachelor,No
1465,Student_465,15,Female,11th,Sunrise Academy,43.0,87.0,46.0,92.0,74.0,4.7,82.3,None,No,None,Yes
1466,Student_466,15,Male,12th,Greenwood High,69.0,80.0,41.0,86.0,57.0,2.9,60.4,None,Yes,Bachelor,No
1467,Student_467,15,Female,11th,City Public School,70.0,64.0,81.0,84.0,85.0,1.1,69.4,Group C,Yes,High School,No
1468,Student_468,16,Male,12th,City Public School,77.0,91.0,63.0,89.0,60.0,5.6,94.0,Group A,Yes,Bachelor,No
1469,Student_469,14,Male,12th,Sunrise Academy,50.0,52.0,43.0,91.0,49.0,5.8,65.5,Group C,Yes,Bachelor,Yes
1470,Student_470,17,Female,10th,Greenwood High,74.0,85.0,83.0,59.0,99.0,3.2,82.3,Group C,Yes,Master,Yes
1471,Student_471,15,Male,12th,National Grammar,47.0,82.0,58.0,51.0,72.0,1.1,73.1,Group B,No,Bachelor,Yes
1472,Student_472,18,Female,10th,Greenwood High,42.0,42.0,65.0,58.0,97.0,3.7,64.4,Group B,Yes,Master,No
1473,Student_473,15,Male,10th,City Public School,53.0,56.0,50.0,70.0,83.0,3.8,91.6,None,Yes,Master,No
1474,Student_474,18,Female,10th,City Public School,99.0,40.0,79.0,71.0,89.0,5.5,88.4,None,Yes,Master,Yes
1475,Student_475,16,Female,9th,Greenwood High,52.0,91.0,89.0,94.0,64.0,2.9,84.8,Group B,Yes,Bachelor,Yes
1476,Student_476,18,Male,9th,Greenwood High,84.0,70.0,82.0,60.0,68.0,5.6,65.6,Group B,Yes,High School,Yes
1477,Student_477,17,Female,12th,National Grammar,71.0,91.0,50.0,59.0,71.0,7.0,59.4,Group A,No,High School,Yes
1478,Student_478,14,Male,10th,National Grammar,73.0,83.0,84.0,47.0,74.0,,80.9,None,Yes,None,No
1479,Student_479,18,Male,9th,Greenwood High,84.0,79.0,42.0,46.0,89.0,7.8,79.9,None,Yes,High School,Yes
1480,Student_480,18,Male,10th,Greenwood High,58.0,79.0,51.0,67.0,71.0,3.4,63.5,Group B,Yes,Bachelor,Yes
1481,Student_481,14,Female,11th,Greenwood High,98.0,54.0,42.0,43.0,70.0,2.5,57.5,Group A,Yes,Bachelor,No
1482,Student_482,17,Female,11th,Greenwood High,77.0,98.0,81.0,85.0,51.0,3.7,58.6,Group B,No,Master,Yes
1483,Student_483,15,Male,11th,Sunrise Academy,55.0,37.0,66.0,51.0,86.0,1.2,99.7,Group B,Yes,None,No
1484,Student_484,18,Male,12th,Greenwood High,41.0,88.0,88.0,96.0,91.0,1.4,90.3,Group C,Yes,High School,Yes
1485,Student_485,14,Female,10th,National Grammar,79.0,98.0,93.0,85.0,97.0,3.6,96.5,None,Yes,Bachelor,Yes
1486,Student_486,16,Male,11th,City Public School,56.0,74.0,41.0,48.0,82.0,6.2,63.8,Group A,No,High School,Yes
1487,Student_487,14,Male,9th,Sunrise Academy,94.0,93.0,88.0,86.0,49.0,7.3,98.2,Group C,No,High School,No
1488,Student_488,16,Female,11th,Greenwood High,73.0,89.0,55.0,73.0,67.0,,61.4,None,Yes,Master,Yes
1489,Student_489,17,Male,11th,City Public School,81.0,96.0,41.0,64.0,72.0,1.3,77.9,Group B,Yes,Bachelor,Yes
1490,Student_490,15,Female,11th,Sunrise Academy,99.0,38.0,99.0,30.0,78.0,5.5,92.3,Group A,Yes,High School,No
1491,Student_491,14,Male,12th,City Public School,55.0,94.0,93.0,81.0,97.0,5.3,70.7,None,Yes,Bachelor,Yes
1492,Student_492,18,Female,9th,Greenwood High,77.0,64.0,69.0,99.0,59.0,,74.1,Group B,Yes,Bachelor,Yes
1493,Student_493,17,Male,10th,Greenwood High,99.0,36.0,59.0,66.0,76.0,6.7,60.8,Group C,Yes,Bachelor,Yes
1494,Student_494,14,Male,9th,National Grammar,41.0,96.0,77.0,94.0,70.0,7.0,60.5,Group A,Yes,,Yes
1495,Student_495,18,Female,10th,Greenwood High,,83.0,67.0,80.0,92.0,3.6,82.9,None,Yes,,No
1496,Student_496,14,Male,12th,Greenwood High,65.0,43.0,64.0,30.0,75.0,5.7,85.4,Group C,No,Bachelor,No
1497,Student_497,16,Female,12th,Sunrise Academy,52.0,65.0,71.0,50.0,63.0,2.5,90.0,Group B,Yes,None,No
1498,Student_498,14,Male,12th,National Grammar,95.0,95.0,49.0,82.0,53.0,8.0,80.1,Group B,Yes,None,No
1499,Student_499,14,Female,12th,Sunrise Academy,86.0,82.0,99.0,45.0,73.0,1.8,84.1,None,Yes,Master,Yes
1500,Student_500,14,Female,10th,City Public School,70.0,59.0,81.0,90.0,98.0,0.6,55.6,Group B,Yes,Bachelor,No
1501,Student_501,17,Female,11th,Greenwood High,99.0,70.0,79.0,83.0,95.0,1.6,62.3,Group A,Yes,Bachelor,Yes
1502,Student_502,14,Female,10th,City Public School,73.0,42.0,72.0,69.0,83.0,6.3,99.3,None,No,Bachelor,Yes
1503,Student_503,18,Male,9th,Sunrise Academy,78.0,92.0,52.0,55.0,48.0,3.9,58.4,Group C,Yes,Master,Yes
1504,Student_504,16,Male,12th,Greenwood High,42.0,79.0,95.0,94.0,47.0,3.9,85.5,None,No,Master,Yes
1505,Student_505,16,Female,12th,Greenwood High,47.0,96.0,80.0,93.0,73.0,7.7,62.9,None,Yes,Bachelor,No
1506,Student_506,14,Female,9th,Sunrise Academy,62.0,73.0,93.0,72.0,96.0,7.4,87.3,Group C,Yes,High School,Yes
1507,Student_507,17,Female,10th,Sunrise Academy,53.0,92.0,81.0,46.0,55.0,2.8,86.8,Group B,Yes,High School,Yes
1508,Student_508,17,Male,11th,Sunrise Academy,95.0,98.0,86.0,88.0,77.0,2.1,65.5,Group C,Yes,High School,Yes
1509,Student_509,18,Male,11th,Sunrise Academy,94.0,78.0,76.0,52.0,82.0,6.9,67.1,Group A,Yes,High School,Yes
1510,Student_510,14,Male,9th,Sunrise Academy,66.0,63.0,93.0,36.0,55.0,7.3,84.5,Group B,No,Bachelor,Yes
1511,Student_511,16,Male,11th,Greenwood High,93.0,93.0,55.0,73.0,71.0,4.6,72.6,None,No,Bachelor,No
1512,Student_512,17,Female,10th,Sunrise Academy,68.0,43.0,84.0,82.0,77.0,5.2,63.8,Group B,No,Master,Yes
1513,Student_513,14,Female,10th,Greenwood High,78.0,40.0,61.0,63.0,65.0,2.4,87.9,Group B,Yes,Bachelor,No
1514,Student_514,17,Female,9th,Greenwood High,92.0,63.0,96.0,75.0,83.0,6.5,61.9,Group A,No,Bachelor,Yes
1515,Student_515,17,Male,10th,Sunrise Academy,78.0,92.0,59.0,97.0,75.0,,93.5,Group B,Yes,High School,Yes
1516,Student_516,16,Male,12th,Sunrise Academy,40.0,51.0,89.0,45.0,82.0,4.3,78.2,Group B,Yes,,No
1517,Student_517,15,Male,9th,National Grammar,56.0,50.0,82.0,48.0,90.0,,59.8,Group B,Yes,,No
1518,Student_518,18,Female,10th,Greenwood High,80.0,37.0,66.0,31.0,46.0,7.4,,None,Yes,Bachelor,Yes
1519,Student_519,18,Female,9th,Sunrise Academy,69.0,55.0,80.0,39.0,71.0,5.1,78.4,Group B,Yes,High School,No
1520,Student_520,16,Male,11th,Sunrise Academy,92.0,98.0,55.0,79.0,80.0,1.9,68.4,Group C,Yes,Bachelor,No
1521,Student_521,17,Female,10th,Sunrise Academy,52.0,70.0,73.0,41.0,55.0,5.0,74.0,Group B,Yes,Bachelor,No
1522,Student_522,14,Male,12th,National Grammar,,96.0,71.0,99.0,91.0,5.6,68.4,Group A,No,High School,No
1523,Student_523,17,Male,10th,National Grammar,58.0,76.0,65.0,51.0,62.0,4.4,66.8,Group B,Yes,High School,No
1524,Student_524,16,Female,9th,City Public School,92.0,76.0,64.0,61.0,45.0,5.9,62.4,Group B,Yes,Bachelor,Yes
1525,Student_525,18,Male,9th,Greenwood High,58.0,95.0,41.0,30.0,79.0,4.9,71.3,None,No,High School,No
1526,Student_526,17,Female,10th,City Public School,96.0,47.0,51.0,83.0,79.0,7.6,,Group C,No,Bachelor,Yes
1527,Student_527,18,Male,12th,Sunrise Academy,64.0,45.0,79.0,87.0,75.0,0.9,85.8,Group B,Yes,Bachelor,No
1528,Student_528,14,Female,12th,National Grammar,61.0,88.0,48.0,99.0,72.0,1.3,85.8,Group C,No,Bachelor,Yes
1529,Student_529,18,Female,12th,National Grammar,70.0,50.0,51.0,47.0,83.0,1.8,77.6,Group A,No,Bachelor,Yes
1530,Student_530,18,Female,9th,City Public School,,42.0,65.0,35.0,45.0,5.7,90.0,None,No,Bachelor,Yes
1531,Student_531,15,Male,10th,National Grammar,94.0,93.0,48.0,74.0,69.0,5.3,92.9,Group C,No,Master,Yes
1532,Student_532,15,Male,11th,Sunrise Academy,62.0,91.0,49.0,52.0,87.0,7.2,81.1,None,Yes,High School,Yes
1533,Student_533,15,Female,9th,National Grammar,71.0,74.0,71.0,52.0,82.0,6.0,82.9,Group B,Yes,Bachelor,Yes
1534,Student_534,18,Female,12th,City Public School,49.0,93.0,96.0,55.0,64.0,4.3,67.7,Group A,Yes,High School,No
1535,Student_535,16,Male,10th,Sunrise Academy,49.0,36.0,73.0,36.0,47.0,7.9,95.3,None,Yes,High School,No
1536,Student_536,18,Male,12th,City Public School,75.0,44.0,87.0,73.0,95.0,,56.1,Group B,Yes,High School,Yes
1537,Student_537,16,Male,11th,National Grammar,47.0,78.0,59.0,56.0,46.0,,70.7,Group C,Yes,Bachelor,No
1538,Student_538,16,Female,12th,City Public School,93.0,45.0,78.0,55.0,62.0,3.7,87.5,Group A,Yes,High School,Yes
1539,Student_539,15,Male,12th,City Public School,91.0,36.0,99.0,65.0,88.0,5.4,58.6,Group A,Yes,High School,Yes
1540,Student_540,17,Male,11th,Greenwood High,59.0,84.0,41.0,84.0,54.0,6.0,63.2,Group C,Yes,Master,No
1541,Student_541,14,Female,10th,National Grammar,71.0,46.0,40.0,93.0,49.0,5.3,81.5,Group C,No,Bachelor,No
1542,Student_542,15,Male,9th,National Grammar,89.0,57.0,90.0,86.0,53.0,1.6,80.2,Group A,Yes,Bachelor,Yes
1543,Student_543,15,Male,10th,City Public School,53.0,52.0,99.0,98.0,46.0,3.8,88.3,None,Yes,Bachelor,Yes
1544,Student_544,17,Male,11th,Greenwood High,89.0,96.0,75.0,90.0,78.0,,91.6,Group A,Yes,Master,Yes
1545,Student_545,14,Female,12th,National Grammar,67.0,96.0,63.0,31.0,82.0,6.9,60.8,Group C,Yes,Bachelor,Yes
1546,Student_546,18,Female,10th,Sunrise Academy,85.0,72.0,93.0,84.0,75.0,3.8,55.8,None,No,High School,Yes
1547,Student_547,18,Female,9th,City Public School,91.0,72.0,66.0,67.0,54.0,7.4,86.0,Group B,Yes,Master,No
1548,Student_548,15,Female,11th,National Grammar,92.0,95.0,41.0,58.0,94.0,3.8,68.6,Group A,Yes,Bachelor,No
1549,Student_549,14,Female,10th,Sunrise Academy,63.0,35.0,70.0,55.0,56.0,4.6,83.2,Group C,Yes,High School,No
1550,Student_550,15,Female,9th,National Grammar,54.0,79.0,96.0,64.0,80.0,6.5,61.8,Group B,Yes,Bachelor,Yes
1551,Student_551,16,Female,11th,Sunrise Academy,61.0,62.0,53.0,96.0,98.0,4.9,76.1,Group A,Yes,High School,No
1552,Student_552,15,Male,9th,City Public School,69.0,55.0,41.0,58.0,65.0,7.7,77.7,Group A,Yes,Master,Yes
1553,Student_553,15,Male,11th,National Grammar,43.0,47.0,68.0,63.0,93.0,5.5,,None,Yes,High School,Yes
1554,Student_554,18,Female,12th,National Grammar,52.0,61.0,54.0,70.0,91.0,4.4,78.1,Group C,No,Master,Yes
1555,Student_555,18,Male,10th,Greenwood High,98.0,41.0,51.0,70.0,50.0,0.7,77.3,Group B,Yes,Master,No
1556,Student_556,18,Male,9th,City Public School,62.0,56.0,76.0,52.0,92.0,3.6,70.0,Group A,Yes,Bachelor,No
1557,Student_557,16,Female,11th,Sunrise Academy,47.0,87.0,67.0,32.0,93.0,,58.2,None,Yes,Bachelor,Yes
1558,Student_558,18,Male,9th,National Grammar,57.0,38.0,59.0,87.0,47.0,6.1,59.0,Group B,Yes,High School,Yes
1559,Student_559,14,Male,9th,National Grammar,51.0,57.0,78.0,61.0,54.0,2.1,74.5,Group B,Yes,None,Yes
1560,Student_560,17,Male,10th,Sunrise Academy,94.0,67.0,63.0,60.0,49.0,2.0,71.0,Group A,Yes,,No
1561,Student_561,14,Male,12th,City Public School,70.0,62.0,60.0,72.0,90.0,,78.2,Group B,No,Bachelor,Yes
1562,Student_562,14,Male,9th,Greenwood High,53.0,42.0,49.0,36.0,70.0,1.4,68.7,Group A,Yes,Bachelor,Yes
1563,Student_563,18,Female,11th,Greenwood High,73.0,35.0,85.0,30.0,65.0,2.8,86.0,None,No,High School,No
1564,Student_564,17,Female,11th,National Grammar,57.0,71.0,53.0,90.0,89.0,7.1,93.9,None,Yes,,Yes
1565,Student_565,17,Female,12th,Sunrise Academy,,97.0,76.0,43.0,70.0,6.3,68.4,Group B,No,Master,Yes
1566,Student_566,17,Male,11th,National Grammar,73.0,56.0,57.0,81.0,82.0,6.0,63.7,Group A,Yes,High School,Yes
1567,Student_567,16,Female,12th,Sunrise Academy,50.0,55.0,63.0,35.0,88.0,6.5,60.2,Group C,Yes,Master,No
1568,Student_568,18,Male,11th,Greenwood High,80.0,69.0,53.0,39.0,70.0,2.5,82.7,None,Yes,High School,Yes
1569,Student_569,17,Male,10th,City Public School,51.0,39.0,73.0,59.0,52.0,7.2,75.0,Group A,No,,No
1570,Student_570,16,Male,9th,Sunrise Academy,88.0,94.0,97.0,50.0,49.0,1.5,63.5,Group A,No,None,No
1571,Student_571,15,Male,10th,Greenwood High,54.0,80.0,51.0,89.0,59.0,3.0,84.4,Group A,Yes,Bachelor,Yes
1572,Student_572,15,Female,9th,National Grammar,96.0,84.0,61.0,92.0,60.0,4.9,61.7,Group B,Yes,Bachelor,Yes
1573,Student_573,16,Female,9th,Sunrise Academy,70.0,82.0,95.0,71.0,45.0,1.3,79.9,Group C,Yes,High School,Yes
1574,Student_574,16,Male,9th,City Public School,88.0,40.0,45.0,80.0,60.0,6.0,,Group B,Yes,Bachelor,Yes
1575,Student_575,18,Female,10th,National Grammar,97.0,,75.0,93.0,81.0,3.4,88.0,None,Yes,Bachelor,No
1576,Student_576,18,Male,9th,National Grammar,68.0,93.0,84.0,85.0,47.0,6.4,57.5,Group B,No,,No
1577,Student_577,15,Female,10th,Greenwood High,65.0,63.0,75.0,70.0,96.0,4.2,95.0,Group A,Yes,Bachelor,Yes
1578,Student_578,17,Female,12th,Sunrise Academy,57.0,52.0,61.0,61.0,91.0,,86.6,Group B,Yes,,Yes
1579,Student_579,15,Male,11th,National Grammar,71.0,36.0,53.0,44.0,75.0,6.0,64.7,Group A,Yes,Bachelor,Yes
1580,Student_580,17,Female,11th,City Public School,61.0,42.0,55.0,91.0,57.0,2.4,63.3,Group C,Yes,Master,Yes
1581,Student_581,17,Male,9th,Sunrise Academy,77.0,88.0,75.0,56.0,60.0,4.2,74.4,Group B,Yes,Master,Yes
1582,Student_582,18,Female,10th,City Public School,56.0,72.0,95.0,57.0,99.0,1.1,91.8,Group B,Yes,Master,Yes
1583,Student_583,14,Male,11th,National Grammar,62.0,82.0,64.0,93.0,87.0,5.1,92.9,Group B,Yes,High School,No
1584,Student_584,14,Male,10th,City Public School,63.0,61.0,71.0,88.0,65.0,5.5,78.4,Group A,No,Bachelor,Yes
1585,Student_585,16,Female,10th,Greenwood High,89.0,54.0,72.0,87.0,46.0,3.3,93.7,Group A,Yes,Bachelor,Yes
1586,Student_586,18,Female,9th,City Public School,47.0,46.0,84.0,31.0,98.0,7.7,55.2,Group B,Yes,None,No
1587,Student_587,17,Male,11th,Sunrise Academy,80.0,77.0,75.0,65.0,71.0,7.1,56.6,Group B,Yes,Bachelor,Yes
1588,Student_588,14,Female,9th,City Public School,45.0,95.0,59.0,42.0,82.0,5.8,96.0,Group C,No,Bachelor,Yes
1589,Student_589,17,Female,9th,City Public School,44.0,65.0,57.0,44.0,70.0,5.9,89.9,Group C,No,High School,Yes
1590,Student_590,14,Male,11th,Greenwood High,83.0,95.0,77.0,89.0,82.0,2.4,75.3,None,Yes,None,Yes
1591,Student_591,14,Male,11th,City Public School,96.0,69.0,42.0,51.0,90.0,5.4,88.9,Group C,Yes,Bachelor,No
1592,Student_592,14,Female,12th,City Public School,68.0,49.0,62.0,92.0,69.0,2.0,98.0,Group C,No,None,No
1593,Student_593,18,Male,12th,National Grammar,67.0,50.0,71.0,54.0,55.0,1.6,89.7,Group C,Yes,None,No
1594,Student_594,15,Male,10th,National Grammar,50.0,47.0,84.0,77.0,52.0,,92.9,Group A,Yes,High School,No
1595,Student_595,17,Male,11th,Sunrise Academy,96.0,69.0,98.0,72.0,52.0,5.2,89.2,Group C,No,,Yes
1596,Student_596,18,Female,12th,National Grammar,40.0,93.0,55.0,67.0,77.0,3.7,62.6,Group C,No,Master,No
1597,Student_597,18,Female,10th,National Grammar,82.0,55.0,98.0,70.0,97.0,2.7,92.5,Group B,Yes,Bachelor,No
1598,Student_598,18,Male,10th,National Grammar,58.0,88.0,44.0,74.0,51.0,5.0,63.8,Group A,Yes,Bachelor,Yes
1599,Student_599,18,Female,10th,National Grammar,48.0,,43.0,69.0,82.0,0.9,,None,Yes,Master,Yes
1600,Student_600,18,Male,12th,Greenwood High,,82.0,60.0,46.0,65.0,1.2,75.6,None,Yes,Bachelor,Yes
1601,Student_601,16,Female,11th,National Grammar,73.0,69.0,79.0,86.0,52.0,0.7,85.5,Group C,No,High School,Yes
1602,Student_602,17,Male,9th,Greenwood High,83.0,72.0,90.0,31.0,95.0,4.2,77.4,None,No,Bachelor,Yes
1603,Student_603,18,Male,10th,Greenwood High,43.0,65.0,53.0,91.0,98.0,5.0,59.2,None,No,High School,No
1604,Student_604,17,Female,12th,National Grammar,75.0,58.0,78.0,38.0,65.0,1.0,68.1,None,Yes,High School,No
1605,Student_605,16,Male,12th,City Public School,57.0,83.0,70.0,97.0,64.0,5.9,99.3,Group C,Yes,Bachelor,Yes
1606,Student_606,16,Female,9th,Greenwood High,54.0,66.0,53.0,46.0,52.0,2.2,98.2,None,Yes,Bachelor,Yes
1607,Student_607,17,Female,9th,City Public School,90.0,89.0,45.0,79.0,90.0,5.6,69.4,Group C,Yes,Bachelor,No
1608,Student_608,14,Male,12th,City Public School,,92.0,51.0,69.0,75.0,7.9,99.8,Group B,No,Master,No
1609,Student_609,15,Male,11th,National Grammar,58.0,37.0,55.0,87.0,94.0,5.7,93.0,Group B,Yes,Bachelor,Yes
1610,Student_610,14,Female,9th,Sunrise Academy,88.0,,56.0,50.0,73.0,7.1,82.5,None,Yes,Bachelor,No
1611,Student_611,14,Male,12th,National Grammar,45.0,59.0,84.0,47.0,92.0,7.6,56.8,Group B,Yes,Master,No
1612,Student_612,14,Male,9th,Sunrise Academy,87.0,95.0,62.0,84.0,53.0,4.2,95.6,Group C,No,None,No
1613,Student_613,18,Male,11th,Sunrise Academy,95.0,63.0,53.0,58.0,59.0,5.8,80.1,Group B,No,High School,Yes
1614,Student_614,16,Male,10th,National Grammar,51.0,53.0,46.0,53.0,74.0,6.9,94.1,None,No,Bachelor,Yes
1615,Student_615,14,Male,9th,National Grammar,90.0,77.0,85.0,46.0,70.0,3.2,92.5,Group C,Yes,Bachelor,No
1616,Student_616,16,Female,11th,Sunrise Academy,76.0,95.0,71.0,47.0,54.0,2.5,92.5,Group A,Yes,High School,Yes
1617,Student_617,17,Female,12th,National Grammar,56.0,77.0,54.0,71.0,73.0,7.6,86.4,Group C,Yes,High School,No
1618,Student_618,15,Male,9th,Sunrise Academy,97.0,59.0,83.0,74.0,98.0,,68.1,Group B,Yes,High School,Yes
1619,Student_619,17,Male,9th,City Public School,62.0,54.0,56.0,46.0,60.0,2.1,70.1,Group A,Yes,Bachelor,Yes
1620,Student_620,17,Male,12th,National Grammar,65.0,82.0,80.0,43.0,80.0,3.9,68.9,Group C,Yes,Bachelor,Yes
1621,Student_621,18,Female,10th,City Public School,68.0,58.0,93.0,78.0,64.0,6.5,55.9,Group A,Yes,,Yes
1622,Student_622,15,Male,12th,Greenwood High,72.0,45.0,86.0,58.0,89.0,4.6,81.2,Group A,Yes,Bachelor,No
1623,Student_623,17,Female,9th,City Public School,99.0,89.0,83.0,33.0,98.0,5.4,86.4,Group A,Yes,Bachelor,Yes
1624,Student_624,17,Female,12th,City Public School,66.0,62.0,73.0,49.0,81.0,6.2,93.4,Group C,Yes,Bachelor,No
1625,Student_625,15,Female,11th,Sunrise Academy,,97.0,44.0,76.0,66.0,5.2,61.3,Group B,Yes,High School,No
1626,Student_626,15,Male,12th,City Public School,95.0,93.0,84.0,38.0,51.0,,79.5,Group C,Yes,High School,Yes
1627,Student_627,17,Female,9th,National Grammar,94.0,39.0,66.0,56.0,67.0,6.1,55.4,Group B,Yes,Bachelor,No
1628,Student_628,15,Male,12th,Sunrise Academy,49.0,85.0,91.0,44.0,85.0,6.0,59.3,Group C,Yes,High School,Yes
1629,Student_629,17,Female,10th,Greenwood High,86.0,55.0,62.0,48.0,84.0,5.2,57.4,Group C,No,Bachelor,No
1630,Student_630,17,Male,12th,National Grammar,62.0,46.0,79.0,81.0,73.0,3.2,87.6,Group C,No,Bachelor,Yes
1631,Student_631,18,Female,10th,Greenwood High,60.0,84.0,98.0,55.0,60.0,3.5,58.6,Group B,Yes,High School,Yes
1632,Student_632,14,Male,11th,City Public School,60.0,38.0,53.0,55.0,82.0,7.8,87.2,Group C,Yes,Master,Yes
1633,Student_633,17,Female,10th,National Grammar,82.0,76.0,54.0,55.0,72.0,1.3,66.2,Group A,Yes,Bachelor,No
1634,Student_634,16,Male,12th,National Grammar,52.0,72.0,82.0,75.0,92.0,2.5,94.5,Group C,Yes,High School,No
1635,Student_635,14,Male,9th,Greenwood High,76.0,59.0,72.0,78.0,82.0,4.2,91.6,Group A,No,Bachelor,Yes
1636,Student_636,14,Male,10th,National Grammar,72.0,48.0,92.0,82.0,75.0,6.8,98.1,None,Yes,Bachelor,Yes
1637,Student_637,14,Male,11th,National Grammar,,66.0,70.0,32.0,58.0,1.7,94.8,None,Yes,High School,Yes
1638,Student_638,18,Female,10th,National Grammar,,45.0,74.0,95.0,97.0,2.6,97.0,Group B,Yes,None,No
1639,Student_639,17,Female,10th,City Public School,50.0,95.0,56.0,71.0,77.0,,93.6,Group B,Yes,Bachelor,Yes
1640,Student_640,18,Male,10th,Greenwood High,56.0,52.0,67.0,48.0,53.0,5.8,86.2,None,Yes,Master,No
1641,Student_641,17,Female,11th,National Grammar,43.0,61.0,58.0,46.0,71.0,2.3,62.7,Group C,Yes,Bachelor,Yes
1642,Student_642,18,Male,12th,Sunrise Academy,86.0,89.0,85.0,62.0,68.0,3.4,67.2,Group C,Yes,Master,Yes
1643,Student_643,18,Male,10th,Sunrise Academy,,88.0,93.0,78.0,57.0,3.8,64.6,Group C,Yes,Bachelor,No
1644,Student_644,16,Female,10th,Sunrise Academy,69.0,55.0,62.0,85.0,70.0,,82.2,None,No,High School,No
1645,Student_645,18,Male,9th,Sunrise Academy,48.0,,71.0,92.0,73.0,3.6,,Group A,No,Bachelor,No
1646,Student_646,15,Male,11th,City Public School,60.0,39.0,79.0,32.0,95.0,1.6,94.0,Group B,Yes,High School,Yes
